lag_time_ps,msd_A2
5.750000000000000000e+02,8.694632653717532094e+02
5.760000000000000000e+02,8.709721609768026838e+02
5.770000000000000000e+02,8.724789993507569079e+02
5.780000000000000000e+02,8.739754191932156573e+02
5.790000000000000000e+02,8.754829493865209997e+02
5.800000000000000000e+02,8.769750361426071095e+02
5.810000000000000000e+02,8.784842718716238323e+02
5.820000000000000000e+02,8.799809338903488651e+02
5.830000000000000000e+02,8.815017075091881225e+02
5.840000000000000000e+02,8.830332112719046336e+02
5.850000000000000000e+02,8.845683252252994180e+02
5.860000000000000000e+02,8.861073380140775271e+02
5.870000000000000000e+02,8.876416547257764478e+02
5.880000000000000000e+02,8.891785228417852522e+02
5.890000000000000000e+02,8.907057283392077807e+02
5.900000000000000000e+02,8.922431783809182662e+02
5.910000000000000000e+02,8.937815459935469562e+02
5.920000000000000000e+02,8.953095751049926321e+02
5.930000000000000000e+02,8.968496036942456158e+02
5.940000000000000000e+02,8.983863825078993841e+02
5.950000000000000000e+02,8.999357479267705457e+02
5.960000000000000000e+02,9.014963272551510727e+02
5.970000000000000000e+02,9.030404445479078959e+02
5.980000000000000000e+02,9.045857796984332708e+02
5.990000000000000000e+02,9.061268704697072280e+02
6.000000000000000000e+02,9.076739955177450838e+02
6.010000000000000000e+02,9.092123614457004805e+02
6.020000000000000000e+02,9.107461582482341100e+02
6.030000000000000000e+02,9.122687753558581107e+02
6.040000000000000000e+02,9.138082083591250466e+02
6.050000000000000000e+02,9.153474908987071785e+02
6.060000000000000000e+02,9.168967505026542995e+02
6.070000000000000000e+02,9.184463362433571092e+02
6.080000000000000000e+02,9.200151338731448050e+02
6.090000000000000000e+02,9.215749656570561683e+02
6.100000000000000000e+02,9.231177844323632371e+02
6.110000000000000000e+02,9.246623547412892776e+02
6.120000000000000000e+02,9.261962329570982320e+02
6.130000000000000000e+02,9.277103189810309232e+02
6.140000000000000000e+02,9.292234955545898174e+02
6.150000000000000000e+02,9.307398928264233291e+02
6.160000000000000000e+02,9.322447167055114505e+02
6.170000000000000000e+02,9.337494063036050420e+02
6.180000000000000000e+02,9.352391933310098011e+02
6.190000000000000000e+02,9.367462467038344585e+02
6.200000000000000000e+02,9.382662042904008786e+02
6.210000000000000000e+02,9.397685712959113289e+02
6.220000000000000000e+02,9.412627549044933630e+02
6.230000000000000000e+02,9.427406716347165911e+02
6.240000000000000000e+02,9.442200654361857914e+02
6.250000000000000000e+02,9.457183234949704911e+02
6.260000000000000000e+02,9.472158646806743718e+02
6.270000000000000000e+02,9.487173041960594446e+02
6.280000000000000000e+02,9.502215858340138084e+02
6.290000000000000000e+02,9.517239454305291702e+02
6.300000000000000000e+02,9.532383102471700340e+02
6.310000000000000000e+02,9.547587901253211840e+02
6.320000000000000000e+02,9.562668701672616862e+02
6.330000000000000000e+02,9.577790853320072983e+02
6.340000000000000000e+02,9.592895456598206465e+02
6.350000000000000000e+02,9.607875425732951271e+02
6.360000000000000000e+02,9.622808393877575099e+02
6.370000000000000000e+02,9.637560996073681281e+02
6.380000000000000000e+02,9.652418210881654659e+02
6.390000000000000000e+02,9.667011543516083520e+02
6.400000000000000000e+02,9.681776765451663778e+02
6.410000000000000000e+02,9.696461437972374142e+02
6.420000000000000000e+02,9.711348434143891382e+02
6.430000000000000000e+02,9.726207957580961647e+02
6.440000000000000000e+02,9.741259269710892568e+02
6.450000000000000000e+02,9.756219898803376509e+02
6.460000000000000000e+02,9.771090370178402509e+02
6.470000000000000000e+02,9.786191260375151160e+02
6.480000000000000000e+02,9.801334452442824841e+02
6.490000000000000000e+02,9.816651593727698355e+02
6.500000000000000000e+02,9.832029086766508499e+02
6.510000000000000000e+02,9.847356905110766547e+02
6.520000000000000000e+02,9.862594320902431946e+02
6.530000000000000000e+02,9.877796658572286788e+02
6.540000000000000000e+02,9.892936992370229063e+02
6.550000000000000000e+02,9.908272627037207485e+02
6.560000000000000000e+02,9.923522195092738230e+02
6.570000000000000000e+02,9.938703055668236175e+02
6.580000000000000000e+02,9.953929264814638600e+02
6.590000000000000000e+02,9.969032779425638182e+02
6.600000000000000000e+02,9.984501267837538308e+02
6.610000000000000000e+02,9.999984287639339300e+02
6.620000000000000000e+02,1.001537075174107258e+03
6.630000000000000000e+02,1.003065336716369529e+03
6.640000000000000000e+02,1.004587634308998645e+03
6.650000000000000000e+02,1.006113313338104149e+03
6.660000000000000000e+02,1.007650722841066113e+03
6.670000000000000000e+02,1.009175684086869069e+03
6.680000000000000000e+02,1.010681997392184030e+03
6.690000000000000000e+02,1.012203006306158272e+03
6.700000000000000000e+02,1.013724593163954978e+03
6.710000000000000000e+02,1.015249704376691852e+03
6.720000000000000000e+02,1.016787627591205023e+03
6.730000000000000000e+02,1.018323767801033796e+03
6.740000000000000000e+02,1.019858684842210891e+03
6.750000000000000000e+02,1.021380524290646008e+03
6.760000000000000000e+02,1.022909064969508449e+03
6.770000000000000000e+02,1.024430918435645481e+03
6.780000000000000000e+02,1.025939999291573258e+03
6.790000000000000000e+02,1.027457526642914900e+03
6.800000000000000000e+02,1.028955190047182214e+03
6.810000000000000000e+02,1.030456349166210202e+03
6.820000000000000000e+02,1.031971062821621899e+03
6.830000000000000000e+02,1.033497953558188101e+03
6.840000000000000000e+02,1.035005470734838354e+03
6.850000000000000000e+02,1.036516407316371669e+03
6.860000000000000000e+02,1.038009078770845008e+03
6.870000000000000000e+02,1.039488019756477343e+03
6.880000000000000000e+02,1.040946642569482265e+03
6.890000000000000000e+02,1.042410252873497711e+03
6.900000000000000000e+02,1.043853248299679308e+03
6.910000000000000000e+02,1.045303558531727276e+03
6.920000000000000000e+02,1.046755688754728453e+03
6.930000000000000000e+02,1.048208693640036245e+03
6.940000000000000000e+02,1.049660848594007575e+03
6.950000000000000000e+02,1.051122270757621891e+03
6.960000000000000000e+02,1.052560127142016881e+03
6.970000000000000000e+02,1.053973648580019926e+03
6.980000000000000000e+02,1.055379062621447019e+03
6.990000000000000000e+02,1.056783633771278119e+03
7.000000000000000000e+02,1.058206021702654425e+03
7.010000000000000000e+02,1.059626781381991805e+03
7.020000000000000000e+02,1.061052552332903588e+03
7.030000000000000000e+02,1.062486993859974973e+03
7.040000000000000000e+02,1.063931488470925387e+03
7.050000000000000000e+02,1.065381492593185612e+03
7.060000000000000000e+02,1.066835344084079679e+03
7.070000000000000000e+02,1.068270034828258076e+03
7.080000000000000000e+02,1.069704888872319316e+03
7.090000000000000000e+02,1.071131736302706713e+03
7.100000000000000000e+02,1.072564564095563355e+03
7.110000000000000000e+02,1.073980270726124218e+03
7.120000000000000000e+02,1.075423441007411384e+03
7.130000000000000000e+02,1.076883422458176938e+03
7.140000000000000000e+02,1.078354663582053035e+03
7.150000000000000000e+02,1.079837688215410935e+03
7.160000000000000000e+02,1.081335985817013352e+03
7.170000000000000000e+02,1.082814275358756049e+03
7.180000000000000000e+02,1.084307673293041262e+03
7.190000000000000000e+02,1.085813255753176691e+03
7.200000000000000000e+02,1.087320340335266337e+03
7.210000000000000000e+02,1.088831553482009895e+03
7.220000000000000000e+02,1.090321871526245559e+03
7.230000000000000000e+02,1.091828229442658767e+03
7.240000000000000000e+02,1.093316049436547473e+03
7.250000000000000000e+02,1.094825756094121061e+03
7.260000000000000000e+02,1.096330649868173850e+03
7.270000000000000000e+02,1.097819955911905254e+03
7.280000000000000000e+02,1.099293110869358543e+03
7.290000000000000000e+02,1.100778422770261614e+03
7.300000000000000000e+02,1.102266439785564899e+03
7.310000000000000000e+02,1.103766946724773106e+03
7.320000000000000000e+02,1.105277580116750869e+03
7.330000000000000000e+02,1.106765849840758392e+03
7.340000000000000000e+02,1.108241869292494130e+03
7.350000000000000000e+02,1.109731398814983095e+03
7.360000000000000000e+02,1.111220618351247595e+03
7.370000000000000000e+02,1.112711116316012067e+03
7.380000000000000000e+02,1.114191799008826820e+03
7.390000000000000000e+02,1.115653661227332577e+03
7.400000000000000000e+02,1.117112853579355487e+03
7.410000000000000000e+02,1.118557813379395384e+03
7.420000000000000000e+02,1.120015992980117289e+03
7.430000000000000000e+02,1.121454863402990668e+03
7.440000000000000000e+02,1.122889240151358990e+03
7.450000000000000000e+02,1.124342816797784963e+03
7.460000000000000000e+02,1.125802142086567983e+03
7.470000000000000000e+02,1.127256992181507940e+03
7.480000000000000000e+02,1.128712262642467067e+03
7.490000000000000000e+02,1.130169221847804010e+03
7.500000000000000000e+02,1.131672460555087127e+03
7.510000000000000000e+02,1.133164301233000515e+03
7.520000000000000000e+02,1.134664730003371915e+03
7.530000000000000000e+02,1.136166724168112523e+03
7.540000000000000000e+02,1.137662845463752546e+03
7.550000000000000000e+02,1.139145605999368854e+03
7.560000000000000000e+02,1.140620875515669240e+03
7.570000000000000000e+02,1.142094796143228223e+03
7.580000000000000000e+02,1.143564516083002218e+03
7.590000000000000000e+02,1.145019150765897393e+03
7.600000000000000000e+02,1.146454666751753166e+03
7.610000000000000000e+02,1.147881556623383403e+03
7.620000000000000000e+02,1.149293161369866311e+03
7.630000000000000000e+02,1.150715591599811432e+03
7.640000000000000000e+02,1.152149580871017633e+03
7.650000000000000000e+02,1.153608708428958835e+03
7.660000000000000000e+02,1.155047347731259379e+03
7.670000000000000000e+02,1.156481270673814151e+03
7.680000000000000000e+02,1.157919022262231465e+03
7.690000000000000000e+02,1.159342311581691547e+03
7.700000000000000000e+02,1.160751201230826155e+03
7.710000000000000000e+02,1.162161674275859696e+03
7.720000000000000000e+02,1.163577079364579731e+03
7.730000000000000000e+02,1.164988487574926921e+03
7.740000000000000000e+02,1.166409277825777053e+03
7.750000000000000000e+02,1.167857047335453899e+03
7.760000000000000000e+02,1.169282924718411095e+03
7.770000000000000000e+02,1.170697666848845529e+03
7.780000000000000000e+02,1.172136734986084321e+03
7.790000000000000000e+02,1.173564307758010727e+03
7.800000000000000000e+02,1.174998619512590949e+03
7.810000000000000000e+02,1.176406275102122663e+03
7.820000000000000000e+02,1.177809758466456060e+03
7.830000000000000000e+02,1.179223124021098556e+03
7.840000000000000000e+02,1.180653825099708229e+03
7.850000000000000000e+02,1.182095805262673366e+03
7.860000000000000000e+02,1.183522431375125052e+03
7.870000000000000000e+02,1.184943149793432895e+03
7.880000000000000000e+02,1.186333847482480905e+03
7.890000000000000000e+02,1.187730814442789097e+03
7.900000000000000000e+02,1.189117356220015381e+03
7.910000000000000000e+02,1.190517937428336609e+03
7.920000000000000000e+02,1.191922054996117367e+03
7.930000000000000000e+02,1.193338283369541841e+03
7.940000000000000000e+02,1.194712411846450095e+03
7.950000000000000000e+02,1.196093015055997512e+03
7.960000000000000000e+02,1.197484561160538533e+03
7.970000000000000000e+02,1.198873855898370493e+03
7.980000000000000000e+02,1.200274059928975021e+03
7.990000000000000000e+02,1.201681815977326323e+03
8.000000000000000000e+02,1.203102237197937711e+03
8.010000000000000000e+02,1.204490449951662640e+03
8.020000000000000000e+02,1.205873017552367855e+03
8.030000000000000000e+02,1.207274674052848923e+03
8.040000000000000000e+02,1.208688206587770537e+03
8.050000000000000000e+02,1.210110474920575143e+03
8.060000000000000000e+02,1.211493483425339718e+03
8.070000000000000000e+02,1.212847404276984435e+03
8.080000000000000000e+02,1.214179474937057876e+03
8.090000000000000000e+02,1.215504989894138134e+03
8.100000000000000000e+02,1.216852347204542866e+03
8.110000000000000000e+02,1.218172203814344584e+03
8.120000000000000000e+02,1.219458482108278304e+03
8.130000000000000000e+02,1.220759176233066682e+03
8.140000000000000000e+02,1.222113890499751506e+03
8.150000000000000000e+02,1.223468561455343433e+03
8.160000000000000000e+02,1.224818074115258923e+03
8.170000000000000000e+02,1.226188902402640906e+03
8.180000000000000000e+02,1.227565780327114908e+03
8.190000000000000000e+02,1.228943033708334497e+03
8.200000000000000000e+02,1.230322897316183116e+03
8.210000000000000000e+02,1.231709593908056831e+03
8.220000000000000000e+02,1.233095285236897780e+03
8.230000000000000000e+02,1.234462880712400647e+03
8.240000000000000000e+02,1.235835182474878820e+03
8.250000000000000000e+02,1.237243808681736027e+03
8.260000000000000000e+02,1.238631151864396088e+03
8.270000000000000000e+02,1.239998169705440887e+03
8.280000000000000000e+02,1.241339359812811381e+03
8.290000000000000000e+02,1.242682603371888945e+03
8.300000000000000000e+02,1.243988065068692549e+03
8.310000000000000000e+02,1.245321722335843560e+03
8.320000000000000000e+02,1.246672919343409603e+03
8.330000000000000000e+02,1.248047717673055331e+03
8.340000000000000000e+02,1.249420292221408545e+03
8.350000000000000000e+02,1.250769770098595700e+03
8.360000000000000000e+02,1.252151059946717396e+03
8.370000000000000000e+02,1.253572681784397901e+03
8.380000000000000000e+02,1.254978873091276000e+03
8.390000000000000000e+02,1.256379705099417833e+03
8.400000000000000000e+02,1.257789120450134305e+03
8.410000000000000000e+02,1.259209698952997542e+03
8.420000000000000000e+02,1.260593270099111578e+03
8.430000000000000000e+02,1.261954046555180639e+03
8.440000000000000000e+02,1.263333176928227658e+03
8.450000000000000000e+02,1.264734806779979408e+03
8.460000000000000000e+02,1.266123235479268260e+03
8.470000000000000000e+02,1.267523939014468851e+03
8.480000000000000000e+02,1.268921412861391445e+03
8.490000000000000000e+02,1.270333905340513184e+03
8.500000000000000000e+02,1.271786049925875659e+03
8.510000000000000000e+02,1.273235635689441324e+03
8.520000000000000000e+02,1.274699550797661459e+03
8.530000000000000000e+02,1.276122260510729802e+03
8.540000000000000000e+02,1.277568375003834262e+03
8.550000000000000000e+02,1.279053977313333235e+03
8.560000000000000000e+02,1.280534396453356749e+03
8.570000000000000000e+02,1.282023038853488288e+03
8.580000000000000000e+02,1.283529509619588453e+03
8.590000000000000000e+02,1.285094648353712955e+03
8.600000000000000000e+02,1.286644952429321165e+03
8.610000000000000000e+02,1.288134372123899993e+03
8.620000000000000000e+02,1.289643701400112150e+03
8.630000000000000000e+02,1.291176215842564716e+03
8.640000000000000000e+02,1.292715889440968340e+03
8.650000000000000000e+02,1.294258570883344419e+03
8.660000000000000000e+02,1.295837310192836412e+03
8.670000000000000000e+02,1.297446983697021551e+03
8.680000000000000000e+02,1.299035399042092877e+03
8.690000000000000000e+02,1.300641339697943067e+03
8.700000000000000000e+02,1.302219037726639726e+03
8.710000000000000000e+02,1.303761159834953332e+03
8.720000000000000000e+02,1.305306203538053296e+03
8.730000000000000000e+02,1.306850231459828819e+03
8.740000000000000000e+02,1.308377657748773345e+03
8.750000000000000000e+02,1.309931158495067166e+03
8.760000000000000000e+02,1.311487169472998403e+03
8.770000000000000000e+02,1.313093107807704428e+03
8.780000000000000000e+02,1.314693376140463670e+03
8.790000000000000000e+02,1.316284369152610452e+03
8.800000000000000000e+02,1.317874773449261738e+03
8.810000000000000000e+02,1.319461193358262335e+03
8.820000000000000000e+02,1.321044318551047809e+03
8.830000000000000000e+02,1.322639101678929364e+03
8.840000000000000000e+02,1.324257379681455859e+03
8.850000000000000000e+02,1.325862402622212358e+03
8.860000000000000000e+02,1.327457006440390842e+03
8.870000000000000000e+02,1.329025481921717528e+03
8.880000000000000000e+02,1.330594501580136694e+03
8.890000000000000000e+02,1.332130795958900080e+03
8.900000000000000000e+02,1.333711253681448397e+03
8.910000000000000000e+02,1.335284546644204056e+03
8.920000000000000000e+02,1.336847536826439637e+03
8.930000000000000000e+02,1.338479559191039471e+03
8.940000000000000000e+02,1.340131966663476533e+03
8.950000000000000000e+02,1.341781494671637347e+03
8.960000000000000000e+02,1.343421769665136935e+03
8.970000000000000000e+02,1.345086542991927672e+03
8.980000000000000000e+02,1.346683107363337740e+03
8.990000000000000000e+02,1.348269431480113326e+03
9.000000000000000000e+02,1.349867132367159002e+03
9.010000000000000000e+02,1.351408690698387772e+03
9.020000000000000000e+02,1.352960310525409795e+03
9.030000000000000000e+02,1.354596206032710597e+03
9.040000000000000000e+02,1.356246945451400961e+03
9.050000000000000000e+02,1.357955227306523511e+03
9.060000000000000000e+02,1.359602001699164248e+03
9.070000000000000000e+02,1.361239361836212083e+03
9.080000000000000000e+02,1.362881517965254943e+03
9.090000000000000000e+02,1.364494110386790908e+03
9.100000000000000000e+02,1.366178631702354551e+03
9.110000000000000000e+02,1.367889310665000721e+03
9.120000000000000000e+02,1.369557288823771387e+03
9.130000000000000000e+02,1.371141920364531188e+03
9.140000000000000000e+02,1.372752788060382272e+03
9.150000000000000000e+02,1.374363671723542211e+03
9.160000000000000000e+02,1.375990514954479522e+03
9.170000000000000000e+02,1.377504785151444594e+03
9.180000000000000000e+02,1.379022084928972845e+03
9.190000000000000000e+02,1.380573736467732260e+03
9.200000000000000000e+02,1.382136330052279391e+03
9.210000000000000000e+02,1.383743517932378836e+03
9.220000000000000000e+02,1.385371447479808467e+03
9.230000000000000000e+02,1.386935484749330271e+03
9.240000000000000000e+02,1.388484809543539541e+03
9.250000000000000000e+02,1.390089489897256954e+03
9.260000000000000000e+02,1.391712631401583167e+03
9.270000000000000000e+02,1.393338021044691004e+03
9.280000000000000000e+02,1.394977192730736988e+03
9.290000000000000000e+02,1.396754459738797095e+03
9.300000000000000000e+02,1.398484574842107349e+03
9.310000000000000000e+02,1.400280849395222958e+03
9.320000000000000000e+02,1.402160484790751980e+03
9.330000000000000000e+02,1.404014658060753391e+03
9.340000000000000000e+02,1.405860794961502279e+03
9.350000000000000000e+02,1.407682970972130533e+03
9.360000000000000000e+02,1.409562329916833050e+03
9.370000000000000000e+02,1.411420454875187488e+03
9.380000000000000000e+02,1.413146664401417638e+03
9.390000000000000000e+02,1.414896767035642597e+03
9.400000000000000000e+02,1.416544041742716900e+03
9.410000000000000000e+02,1.418205784703782911e+03
9.420000000000000000e+02,1.419759129980788202e+03
9.430000000000000000e+02,1.421363100531794544e+03
9.440000000000000000e+02,1.422895184057382039e+03
9.450000000000000000e+02,1.424302236671102719e+03
9.460000000000000000e+02,1.425725649671893734e+03
9.470000000000000000e+02,1.427084866156087173e+03
9.480000000000000000e+02,1.428589463756035002e+03
9.490000000000000000e+02,1.430175485078632619e+03
9.500000000000000000e+02,1.431669524276687525e+03
9.510000000000000000e+02,1.433210418285643755e+03
9.520000000000000000e+02,1.434761195788927125e+03
9.530000000000000000e+02,1.436357654292830603e+03
9.540000000000000000e+02,1.437847053316527308e+03
9.550000000000000000e+02,1.439314471162272184e+03
9.560000000000000000e+02,1.440728107270991131e+03
9.570000000000000000e+02,1.442260740984665745e+03
9.580000000000000000e+02,1.443883111893074783e+03
9.590000000000000000e+02,1.445397817648273076e+03
9.600000000000000000e+02,1.446879771806575491e+03
9.610000000000000000e+02,1.448341771849365841e+03
9.620000000000000000e+02,1.449700323821903794e+03
9.630000000000000000e+02,1.450957567876803296e+03
9.640000000000000000e+02,1.452232750715031443e+03
9.650000000000000000e+02,1.453625696066421369e+03
9.660000000000000000e+02,1.455059900494654585e+03
9.670000000000000000e+02,1.456390297026510780e+03
9.680000000000000000e+02,1.457785307329657599e+03
9.690000000000000000e+02,1.459057829467541296e+03
9.700000000000000000e+02,1.460192157647820295e+03
9.710000000000000000e+02,1.461397859323866214e+03
9.720000000000000000e+02,1.462590520835648476e+03
9.730000000000000000e+02,1.463886476262217002e+03
9.740000000000000000e+02,1.464898148566144528e+03
9.750000000000000000e+02,1.466159344225366112e+03
9.760000000000000000e+02,1.467436234579511165e+03
9.770000000000000000e+02,1.468543077253219508e+03
9.780000000000000000e+02,1.469751674305355891e+03
9.790000000000000000e+02,1.471094529808374318e+03
9.800000000000000000e+02,1.472455968146621444e+03
9.810000000000000000e+02,1.473698508737068551e+03
9.820000000000000000e+02,1.474881237754653512e+03
9.830000000000000000e+02,1.476210025285873598e+03
9.840000000000000000e+02,1.477859604091750953e+03
9.850000000000000000e+02,1.479576407806447833e+03
9.860000000000000000e+02,1.481867072314806819e+03
9.870000000000000000e+02,1.483580959226944515e+03
9.880000000000000000e+02,1.485638992111259313e+03
9.890000000000000000e+02,1.488004280662606106e+03
9.900000000000000000e+02,1.490335311902777676e+03
9.910000000000000000e+02,1.492984139732981930e+03
9.920000000000000000e+02,1.495629555713011314e+03
9.930000000000000000e+02,1.498178036774632346e+03
9.940000000000000000e+02,1.501420573413253351e+03
9.950000000000000000e+02,1.504770133416204317e+03
9.960000000000000000e+02,1.508514156856168938e+03
9.970000000000000000e+02,1.512049288687107037e+03
9.980000000000000000e+02,1.517213113130046167e+03
9.990000000000000000e+02,1.521176348394759316e+03
1.000000000000000000e+03,1.526497738547401696e+03
